"Ticker","Date","Open","High","Low","Close","Volume","TWAP-Open","TWAP-High","TWAP-Low","TWAP-Close","SMA-50","SMA-200","LWMA-15","LWMA-50"
"FB","2016-12-28","118.19","118.25","116.65","116.92","11965852.0","70.41594","71.23178","69.53107","70.39235","121.8245","120.34098","118.53333","119.54668"
"FB","2016-12-27","116.96","118.68","116.864","118.01","11989121.0","70.37475","71.19125","69.49045","70.35224","122.0369","120.30973","118.773","119.74735"
"FB","2016-12-23","117.0","117.56","116.3","117.27","10848436.0","70.33456","71.15027","69.44957","70.31112","122.2343","120.26913","118.87171","119.913"
"FB","2016-12-22","118.86","118.99","116.93","117.4","16117302.0","70.29426","71.11019","69.40912","70.27057","122.4453","120.22983","119.04733","120.11596"
"FB","2016-12-21","118.92","119.2","118.48","119.04","10670169.0","70.25229","71.06881","69.36804","70.22983","122.6783","120.17943","119.18754","120.32295"
"FB","2016-12-20","119.5","119.77","118.8","119.07","13481987.0","70.21019","71.02718","69.32556","70.18761","122.8751","120.12178","119.11833","120.47335"
"FB","2016-12-19","119.85","120.36","118.51","119.24","15835112.0","70.16751","70.98497","69.28272","70.14529","123.0985","120.05608","119.06038","120.63133"
"FB","2016-12-16","120.9","121.5","119.27","119.87","24348122.0","70.12446","70.94219","69.24007","70.10275","123.2935","119.98853","118.99092","120.79029"
"FB","2016-12-15","120.08","122.5","119.63","120.57","19843328.0","70.08042","70.89834","69.19667","70.05958","123.4709","119.93113","118.84696","120.9315"
"FB","2016-12-14","120.0","121.69","118.85","120.21","25523931.0","70.03702","70.85355","69.1529","70.01574","123.6289","119.87618","118.61775","121.05145"
"FB","2016-12-13","117.86","121.52","117.61","120.31","29483831.0","69.99361","70.80938","69.10972","69.97213","123.7885","119.82488","118.44404","121.19179"
"FB","2016-12-12","119.22","119.24","117.65","117.72","17722841.0","69.95199","70.76528","69.06754","69.92835","123.9577","119.77243","118.27","121.33484"
"FB","2016-12-09","119.22","119.94","118.95","119.68","17414270.0","69.90911","70.72309","69.02526","69.88676","124.1687","119.71843","118.41388","121.58773"
"FB","2016-12-08","117.98","119.5","117.64","118.91","22380781.0","69.86615","70.68022","68.98177","69.84339","124.3369","119.65963","118.297","121.77035"
"FB","2016-12-07","117.0","117.95","116.57","117.95","21713085.0","69.82421","70.63766","68.93935","69.80061","124.5433","119.60543","118.25496","121.99126"
"FB","2016-12-06","117.69","117.795","116.33","117.31","18700714.0","69.78304","70.59638","68.89779","69.75859","124.7581","119.55008","118.32667","122.25825"
"FB","2016-12-05","115.95","117.57","115.07","117.445","20067728.0","69.7412","70.55515","68.85636","69.71706","124.9581","119.49083","118.45979","122.55817"
"FB","2016-12-02","115.11","116.48","114.3","115.4","24982357.0","69.70081","70.51406","68.81597","69.67534","125.1684","119.4394","118.58917","122.86105"
"FB","2016-12-01","118.38","118.45","114.0","115.1","43083095.0","69.66108","70.47384","68.77617","69.63534","125.462","119.38525","119.01917","123.25564"
"FB","2016-11-30","120.32","121.79","117.95","118.51","29800559.0","69.61842","70.43183","68.73657","69.59553","125.7588","119.3271","119.554","123.67363"
"FB","2016-11-29","120.57","122.1","120.4","120.87","18646826.0","69.57398","70.38682","68.69344","69.55266","125.9614","119.26055","119.71017","123.96584"
"FB","2016-11-28","120.12","121.69","119.82","120.41","18019406.0","69.52925","70.34146","68.64808","69.50764","126.117","119.16425","119.582","124.17161"
"FB","2016-11-25","121.01","121.14","120.07","120.38","8656458.0","69.48483","70.29637","68.60316","69.46295","126.2902","119.07225","119.51417","124.4022"
"FB","2016-11-23","121.23","121.31","119.94","120.84","15672136.0","69.43956","70.2517","68.55793","69.41821","126.4496","118.9799","119.44692","124.64023"
"FB","2016-11-22","122.4","122.98","120.9","121.47","26089163.0","69.39401","70.20679","68.51274","69.37298","126.5882","118.8807","119.37492","124.86565"
"FB","2016-11-21","118.39","121.95","117.8","121.77","35415366.0","69.34735","70.16034","68.46662","69.32712","126.703","118.77105","119.29108","125.07086"
"FB","2016-11-18","118.39","119.13","116.84","117.02","22879303.0","69.30414","70.11471","68.42316","69.28092","126.8414","118.66095","119.24658","125.26974"
"FB","2016-11-17","116.84","117.79","116.01","117.79","18597766.0","69.26085","70.07148","68.38046","69.23882","127.043","118.5962","119.91475","125.6628"
"FB","2016-11-16","117.2","117.88","114.21","116.34","32397947.0","69.21886","70.02937","68.33842","69.19597","127.2926","118.5597","120.58583","126.03545"
"FB","2016-11-15","116.73","118.49","115.83","117.2","34681369.0","69.17647","69.98709","68.2979","69.15432","127.5868","118.54145","121.56067","126.4765"
"FB","2016-11-14","119.1256","119.1256","113.5535","115.08","51377040.0","69.13442","69.94421","68.25588","69.11184","127.8374","118.5285","122.55375","126.89365"
"FB","2016-11-11","120.44","120.7","118.15","119.02","32840137.0","69.09018","69.90069","68.21579","69.07116","128.066","118.52855","123.9635","127.40291"
"FB","2016-11-10","123.93","124.18","115.27","120.8","67846704.0","69.0447","69.85569","68.17156","69.02692","128.209","118.4945","124.9895","127.76326"
"FB","2016-11-09","121.5","123.81","120.51","123.18","31916020.0","68.99604","69.80753","68.12981","68.98102","128.3154","118.43605","125.86967","128.05798"
"FB","2016-11-08","122.03","124.61","121.54","124.22","19460768.0","68.94946","69.75961","68.08333","68.93293","128.3686","118.2924","126.51008","128.26146"
"FB","2016-11-07","122.83","123.2089","121.35","122.15","22500660.0","68.90232","69.7109","68.03585","68.88383","128.415","118.158","127.05675","128.42597"
"FB","2016-11-04","119.59","121.93","119.25","120.75","30545466.0","68.85438","69.66335","67.98846","68.83648","128.4712","118.0323","127.90708","128.67386"
"FB","2016-11-03","122.0","123.28","119.5","120.0","63766259.0","68.80924","69.61685","67.94286","68.7903","128.534","117.91825","128.99183","128.97911"
"FB","2016-11-02","130.23","130.23","126.28","127.17","50190225.0","68.76188","69.56906","67.89695","68.7447","128.6036","117.78905","130.2355","129.31651"
"FB","2016-11-01","131.41","131.94","128.65","129.5","22077779.0","68.70709","69.515","67.84491","68.69262","128.5476","117.62495","130.59858","129.37053"
"FB","2016-10-31","132.01","132.12","130.8835","130.99","15668982.0","68.65116","69.45931","67.79067","68.63838","128.4406","117.45375","130.66525","129.32899"
"FB","2016-10-28","130.5","132.97","129.93","131.29","24545547.0","68.59459","69.40336","67.73434","68.58271","128.292","117.27365","130.53942","129.22318"
"FB","2016-10-27","131.74","131.8","129.27","129.69","16741393.0","68.53927","69.34656","67.67876","68.52667","128.1444","117.10905","130.35692","129.09983"
"FB","2016-10-26","131.64","132.26","130.935","131.04","13084731.0","68.48274","69.29069","67.62367","68.47196","128.038","116.9378","130.3665","129.03504"
"FB","2016-10-25","133.5","133.5","132.22","132.29","13336787.0","68.42619","69.23432","67.56699","68.41595","127.8832","116.77945","130.18592","128.91125"
"FB","2016-10-24","132.72","133.405","132.15","133.28","17470227.0","68.36788","69.17674","67.50905","68.35871","127.7154","116.60555","129.81492","128.73185"
"FB","2016-10-21","129.78","132.13","129.7","132.07","19088794.0","68.31017","69.11913","67.45108","68.30049","127.5474","116.4258","129.28258","128.50704"
"FB","2016-10-20","130.07","130.66","129.5","130.0","13167503.0","68.25499","69.06257","67.3952","68.24324","127.404","116.25505","128.86983","128.32406"
"FB","2016-10-19","128.74","130.47","128.6","130.11","16752321.0","68.19945","69.00722","67.3394","68.18776","127.3016","116.1199","128.69992","128.21824"
"FB","2016-10-18","128.68","129.39","128.01","128.57","13503967.0","68.14501","68.95195","67.28431","68.13207","127.2006","115.983","128.50892","128.10415"
"FB","2016-10-17","128.2","128.47","127.32","127.54","11351681.0","68.09052","68.89755","67.22965","68.07767","127.1344","115.85125","128.51142","128.04785"
"FB","2016-10-14","128.49","128.95","127.58","127.88","13345292.0","68.03637","68.84388","67.17552","68.0241","127.0866","115.73685","128.64075","128.03007"
"FB","2016-10-13","128.21","128.25","126.75","127.82","17139306.0","67.98186","68.78969","67.12105","67.97013","127.0162","115.62855","128.72825","127.9962"
"FB","2016-10-12","129.01","129.66","128.46","129.05","11072991.0","67.9275","68.73602","67.06723","67.91611","126.91","115.52575","128.84208","127.96051"
"FB","2016-10-11","130.23","130.64","128.23","128.88","17537928.0","67.87232","68.68099","67.01177","67.86089","126.7908","115.41015","128.80958","127.87191"
"FB","2016-10-10","129.68","130.7","129.2","130.24","15138720.0","67.81594","68.62497","66.95642","67.80572","126.6994","115.29085","128.79633","127.7864"
"FB","2016-10-07","129.04","129.25","128.33","128.99","12804420.0","67.75995","68.56879","66.90009","67.74922","126.5734","115.1628","128.59983","127.64261"
"FB","2016-10-06","128.43","129.06","128.08","128.74","11682729.0","67.70445","68.51382","66.84445","67.69374","126.4936","115.0454","128.56025","127.54471"
"FB","2016-10-05","128.25","128.8","127.83","128.47","12386753.0","67.64939","68.45893","66.78893","67.6384","126.3856","114.92555","128.54867","127.45238"
"FB","2016-10-04","129.17","129.2765","127.5499","128.19","14307548.0","67.5944","68.40418","66.73354","67.5832","126.2406","114.8034","128.565","127.36496"
"FB","2016-10-03","128.38","129.09","127.8","128.77","13156943.0","67.53847","68.34889","66.6783","67.52815","126.1094","114.69355","128.60817","127.28336"
"FB","2016-09-30","128.03","128.59","127.45","128.27","18402945.0","67.48316","68.29367","66.62274","67.47248","125.954","114.58365","128.57817","127.17293"
"FB","2016-09-29","129.18","129.29","127.55","128.09","14532241.0","67.42807","68.2388","66.56739","67.41715","125.8008","114.46505","128.60092","127.0761"
"FB","2016-09-28","129.21","129.47","128.4","129.23","12047636.0","67.37183","68.1832","66.51185","67.3619","125.6774","114.3479","128.66433","126.98149"
"FB","2016-09-27","127.61","129.01","127.43","128.69","15637111.0","67.31546","68.12733","66.45544","67.3055","125.505","114.21235","128.60042","126.83541"
"FB","2016-09-26","127.37","128.16","126.8","127.31","15064940.0","67.26045","68.07178","66.3998","67.24949","125.3186","114.096","128.61267","126.7032"
"FB","2016-09-23","127.56","128.6","127.3","127.96","28326266.0","67.20555","68.01691","66.34464","67.19464","125.1096","113.98245","128.79075","126.61691"
"FB","2016-09-22","130.5","130.73","129.56","130.08","15538307.0","67.15038","67.96153","66.28892","67.1391","124.8962","113.8751","128.87267","126.49676"
"FB","2016-09-21","129.13","130.005","128.39","129.94","14068336.0","67.09242","67.9041","66.23104","67.08151","124.6302","113.75275","128.65658","126.28304"
"FB","2016-09-20","128.65","129.17","128.0307","128.64","11083808.0","67.03561","67.84723","66.17411","67.02395","124.39","113.63395","128.42383","126.0654"
"FB","2016-09-19","129.91","129.94","128.26","128.65","14958794.0","66.97914","67.79103","66.11742","66.96747","124.1746","113.51265","128.33608","125.89028"
"FB","2016-09-16","128.2","129.18","128.2","129.07","24119174.0","66.9214","67.73401","66.06041","66.91088","123.9464","113.39975","128.21633","125.70583"
"FB","2016-09-15","127.98","129.1","127.67","128.35","15111838.0","66.86513","67.67758","66.00334","66.8538","123.682","113.29","128.00092","125.49453"
"FB","2016-09-14","126.89","128.8","126.89","127.77","15720388.0","66.80896","67.62113","65.94667","66.79728","123.449","113.16945","127.83492","125.30234"
"FB","2016-09-13","128.03","128.35","126.66","127.21","18016152.0","66.75369","67.56485","65.8906","66.74119","123.1736","113.05785","127.71308","125.12209"
"FB","2016-09-12","125.96","128.76","125.75","128.69","21252752.0","66.69726","67.50888","65.83464","66.68551","122.9132","112.94885","127.63575","124.95358"
"FB","2016-09-09","129.71","129.949","127.1","127.1","27100679.0","66.64264","67.45242","65.77942","66.62836","122.625","112.8341","127.33067","124.71574"
"FB","2016-09-08","130.92","131.08","129.81","130.27","15676595.0","66.58446","67.39477","65.72285","66.57258","122.3662","112.73335","127.19775","124.5301"
"FB","2016-09-07","130.04","131.98","129.95","131.05","27990796.0","66.52506","67.33597","65.66368","66.51376","122.0148","112.6186","126.61942","124.20637"
"FB","2016-09-06","126.67","129.94","126.47","129.73","26278407.0","66.46636","67.27622","65.60426","66.45412","121.5732","112.49465","125.879","123.83473"
"FB","2016-09-02","126.85","126.86","126.0","126.51","12118773.0","66.41066","67.21825","65.54796","66.39558","121.2202","112.38485","125.255","123.50101"
"FB","2016-09-01","126.38","126.63","125.6","126.17","13536125.0","66.3547","67.16303","65.49198","66.33992","120.9916","112.27795","125.01992","123.2846"
"FB","2016-08-31","125.6","126.22","125.1","126.12","14200636.0","66.29907","67.10792","65.43628","66.28447","120.7464","112.1673","124.81675","123.07191"
"FB","2016-08-30","126.6","126.6","125.15","125.84","17804286.0","66.24406","67.05308","65.38093","66.22896","120.5116","112.05645","124.6095","122.85198"
"FB","2016-08-29","124.35","126.73","124.35","126.54","15925900.0","66.18802","66.99779","65.32543","66.17361","120.2622","111.96735","124.43075","122.63324"
"FB","2016-08-26","124.05","125.19","123.91","124.96","17504825.0","66.13397","66.94228","65.27058","66.11751","119.9918","111.8797","124.15383","122.37645"
"FB","2016-08-25","123.12","124.37","123.1","123.89","10730811.0","66.08009","66.88809","65.21603","66.06277","119.7804","111.79445","124.076","122.17333"
"FB","2016-08-24","124.47","124.69","123.09","123.48","12243719.0","66.02698","66.83457","65.16213","66.00893","119.5946","111.70745","124.13583","122.00488"
"FB","2016-08-23","124.51","125.09","124.25","124.37","13309452.0","65.97251","66.78065","65.10815","65.95537","119.4238","111.62553","124.23883","121.84581"
"FB","2016-08-22","123.33","124.83","123.11","124.15","14386361.0","65.91791","66.72626","65.05298","65.90088","119.2154","111.54748","124.21992","121.64367"
"FB","2016-08-19","123.6","124.157","123.28","123.56","11688265.0","65.8643","66.67201","64.99877","65.84649","119.0648","111.44643","124.22983","121.44425"
"FB","2016-08-18","124.01","124.26","123.64","123.91","12400816.0","65.81034","66.61828","64.9443","65.79255","118.9648","111.34153","124.31667","121.26405"
"FB","2016-08-17","123.66","124.38","122.85","124.37","13794179.0","65.7559","66.56436","64.88939","65.73819","118.8544","111.23853","124.36883","121.06579"
"FB","2016-08-16","123.5","123.92","122.78","123.3","14222410.0","65.70168","66.51023","64.83512","65.68329","118.7222","111.12653","124.35492","120.84431"
"FB","2016-08-15","124.91","124.92","123.7","123.9","19295130.0","65.64751","66.45642","64.78082","65.62929","118.632","111.03443","124.45742","120.66125"
"FB","2016-08-12","124.7","125.0","124.18","124.88","12158955.0","65.59192","66.40158","64.72555","65.57463","118.5234","110.93593","124.466","120.4504"
"FB","2016-08-11","125.2","125.38","124.75","124.9","11729519.0","65.53642","66.34656","64.66972","65.51894","118.4044","110.83003","124.31975","120.19645"
"FB","2016-08-10","125.07","125.48","124.54","124.88","10670148.0","65.48035","66.29107","64.61325","65.46313","118.282","110.72438","124.13525","119.93693"
"FB","2016-08-09","125.34","126.09","124.53","125.06","19620967.0","65.42429","66.23539","64.55688","65.40724","118.1606","110.61093","123.92858","119.67342"
"FB","2016-08-08","125.25","125.45","124.55","125.26","15233929.0","65.36787","66.17903","64.50041","65.35107","118.047","110.48397","123.66233","119.3984"
"FB","2016-08-05","124.98","125.835","124.6184","125.15","20184035.0","65.31143","66.12317","64.44381","65.2946","117.9312","110.34323","123.322","119.111"
"FB","2016-08-04","122.94","124.79","122.51","124.36","21065974.0","65.25514","66.06684","64.38704","65.23814","117.786","110.20247","122.92633","118.82221"
"FB","2016-08-03","123.09","123.92","122.31","122.51","18525332.0","65.20067","66.01139","64.33216","65.18231","117.6528","110.07303","122.5705","118.55918"
"FB","2016-08-02","124.06","124.8","122.07","123.09","23968414.0","65.14595","65.95665","64.27736","65.12812","117.522","109.94818","122.39817","118.36358"
"FB","2016-08-01","123.85","124.58","122.86","124.31","25006850.0","65.09022","65.90098","64.22268","65.07329","117.4072","109.81253","122.11033","118.14072"
"FB","2016-07-29","124.65","125.84","123.71","123.94","35058803.0","65.03457","65.84542","64.16715","65.01719","117.2572","109.66132","121.61633","117.86414"
"FB","2016-07-28","127.52","128.33","123.63","125.0","78955758.0","64.97806","65.78855","64.11071","64.96134","117.1314","109.51223","121.11275","117.59714"
"FB","2016-07-27","122.42","125.0","121.51","123.34","52654239.0","64.91873","65.72921","64.05425","64.90438","116.9784","109.35852","120.40042","117.28256"
"FB","2016-07-26","122.0","122.07","120.75","121.22","17611964.0","64.86412","65.67292","63.99968","64.84888","116.885","109.20802","119.84025","117.02943"
"FB","2016-07-25","121.39","121.85","117.78","121.63","18487449.0","64.80981","65.61931","63.94574","64.7953","116.8568","109.06427","119.48492","116.85832"
"FB","2016-07-22","119.9","121.01","119.31","121.0","18422410.0","64.75597","65.56581","63.89451","64.74122","116.8298","108.91813","119.01633","116.67008"
"FB","2016-07-21","121.92","122.1","120.25","120.61","17801663.0","64.70346","65.51301","63.84174","64.68764","116.8002","108.77712","118.5705","116.50538"
"FB","2016-07-20","121.25","122.2","120.56","121.92","20046452.0","64.64891","65.45906","63.78796","64.63433","116.798","108.64412","118.11967","116.35589"
"FB","2016-07-19","118.99","120.85","118.66","120.61","21541292.0","64.5949","65.40492","63.73379","64.57967","116.7444","108.49487","117.42825","116.15293"
"FB","2016-07-18","117.32","119.61","116.89","119.37","20868367.0","64.54295","65.35197","63.68133","64.52615","116.722","108.34657","116.80358","116.00045"
"FB","2016-07-15","117.74","118.28","116.58","116.86","16645964.0","64.49249","65.30009","63.63046","64.47372","116.6908","108.19837","116.27317","115.89539"
"FB","2016-07-14","117.5","117.64","116.7","117.29","14579736.0","64.44154","65.2494","63.57979","64.42359","116.7148","108.04742","116.04167","115.88969"
"FB","2016-07-13","118.39","118.4","116.68","116.78","16207662.0","64.39072","65.19921","63.52891","64.37295","116.7176","107.90702","115.72825","115.86725"
"FB","2016-07-12","118.63","118.72","117.57","117.93","15217700.0","64.33894","65.14821","63.47795","64.32271","116.7534","107.78697","115.45858","115.8662"
"FB","2016-07-11","117.71","118.7","117.5","117.87","17711570.0","64.28684","65.09679","63.42604","64.27126","116.7464","107.66937","115.00717","115.81979"
"FB","2016-07-08","116.43","117.5","115.85","117.24","18142597.0","64.23552","65.0453","63.3741","64.21977","116.7236","107.54987","114.52283","115.77483"
"FB","2016-07-07","116.63","116.97","115.36","115.85","16630201.0","64.18534","64.99486","63.32364","64.16879","116.5566","107.42847","114.0935","115.74803"
"FB","2016-07-06","113.36","116.79","112.97","116.7","24337586.0","64.13486","64.94484","63.27356","64.11905","116.4148","107.32697","113.8275","115.77018"
"FB","2016-07-05","113.94","114.11","112.97","114.0","14207037.0","64.08744","64.89489","63.22568","64.06839","116.2828","107.21547","113.44058","115.75382"
"FB","2016-07-01","114.2","115.13","113.81","114.19","14980023.0","64.03936","64.84743","63.17771","64.02024","116.214","107.11717","113.39075","115.84064"
"FB","2016-06-30","114.67","115.18","113.67","114.28","23192716.0","63.99094","64.7989","63.12884","63.97182","116.199","107.01347","113.33742","115.91943"
"FB","2016-06-29","113.37","114.25","113.04","114.16","20968273.0","63.94198","64.75022","63.08","63.92321","116.1618","106.90658","113.3085","115.99322"
"FB","2016-06-28","110.63","112.75","110.55","112.7","26813842.0","63.89418","64.70235","63.03169","63.87463","116.1244","106.79733","113.32983","116.07026"
"FB","2016-06-27","111.57","111.57","108.23","108.97","36409606.0","63.84893","64.65584","62.98569","63.82736","116.0794","106.69408","113.57583","116.20278"
"FB","2016-06-24","111.01","113.68","111.0","112.08","40643130.0","63.80269","64.61038","62.94185","63.78362","116.0928","106.60913","114.36992","116.48211"
"FB","2016-06-23","114.37","115.09","113.54","115.08","16176895.0","63.7569","64.56278","62.89523","63.73677","116.068","106.50092","114.8285","116.6385"
"FB","2016-06-22","114.65","114.74","113.61","113.91","14846329.0","63.70777","64.51373","62.84606","63.68693","115.9766","106.37317","114.94417","116.67366"
"FB","2016-06-21","114.12","115.2142","113.97","114.38","19166269.0","63.65826","64.46492","62.79673","63.63812","115.9106","106.24492","115.24667","116.75212"
"FB","2016-06-20","113.77","114.72","112.75","113.37","20785390.0","63.60917","64.41555","62.74695","63.58876","115.8028","106.11377","115.52733","116.80791"
"FB","2016-06-17","114.42","114.43","112.56","113.02","24644308.0","63.56033","64.36657","62.69826","63.54029","115.748","105.99637","115.98433","116.90117"
"FB","2016-06-16","113.87","114.5","112.94","114.39","19236255.0","63.51076","64.31777","62.64966","63.49206","115.7604","105.86742","116.53883","117.00864"
"FB","2016-06-15","115.3","115.44","114.07","114.6","19819432.0","63.46163","64.26881","62.6006","63.4424","115.7468","105.74262","116.95125","117.06184"
"FB","2016-06-14","114.07","114.95","113.58","114.94","17618479.0","63.411","64.21884","62.55034","63.39244","115.6992","105.62467","117.36325","117.10495"
"FB","2016-06-13","115.0","115.48","113.31","113.95","31718239.0","63.36148","64.16925","62.50045","63.34206","115.6514","105.49862","117.74133","117.13285"
"FB","2016-06-10","117.54","118.11","116.26","116.62","18510826.0","63.31096","64.11905","62.45074","63.29254","115.6936","105.36482","118.2715","117.20122"
"FB","2016-06-09","118.13","118.68","117.71","118.56","13859240.0","63.25784","64.06617","62.39804","63.24031","115.6432","105.19672","118.4695","117.16292"
"FB","2016-06-08","117.76","118.6","117.27","118.39","14505596.0","63.20405","64.01262","62.34381","63.18607","115.566","105.01437","118.41742","117.04551"
"FB","2016-06-07","119.24","119.3","117.67","117.76","17103023.0","63.15051","63.95905","62.28991","63.1319","115.521","104.85272","118.37792","116.933"
"FB","2016-06-06","118.62","119.43","118.36","118.79","12744676.0","63.09541","63.90469","62.23551","63.07823","115.4396","104.71672","118.42475","116.842"
"FB","2016-06-03","118.975","118.98","117.86","118.47","14135114.0","63.04081","63.85009","62.18032","63.02345","115.3248","104.59932","118.35133","116.70611"
"FB","2016-06-02","118.69","135.6","118.22","118.93","13228310.0","62.98576","63.79583","62.12552","62.96888","115.2062","104.48282","118.333","116.57812"
"FB","2016-06-01","118.5","119.08","117.82","118.78","15029494.0","62.93088","63.72509","62.07025","62.91375","115.0726","104.35782","118.26208","116.42685"
"FB","2016-05-31","119.46","120.1","118.121","118.81","23547597.0","62.87608","63.6705","62.01527","62.85865","114.934","104.23602","118.22425","116.27602"
"FB","2016-05-27","119.56","119.85","119.01","119.38","13493563.0","62.82022","63.61479","61.95988","62.80342","114.7868","104.10912","118.18625","116.11825"
"FB","2016-05-26","118.24","119.7601","117.92","119.47","18481340.0","62.76415","63.55922","61.90351","62.74751","114.6196","103.98317","118.07792","115.93157"
"FB","2016-05-25","118.13","118.665","117.38","117.89","20035494.0","62.70928","63.50363","61.8481","62.69141","114.4738","103.85392","117.9445","115.73564"
"FB","2016-05-24","116.24","117.73","116.12","117.7","20183627.0","62.65441","63.44902","61.79312","62.63676","114.3294","103.73522","118.01","115.59601"
"FB","2016-05-23","117.42","117.6","115.94","115.97","20441004.0","62.6013","63.39522","61.73928","62.58218","114.1732","103.61822","118.097","115.4577"
"FB","2016-05-20","116.96","117.99","116.95","117.35","18944831.0","62.54692","63.34145","61.68551","62.52922","114.042","103.51397","118.42192","115.38209"
"FB","2016-05-19","117.05","117.49","115.88","116.81","20544109.0","62.49288","63.28718","61.63063","62.47478","113.8414","103.40942","118.57625","115.2445"
"FB","2016-05-18","116.8","118.27","116.73","117.65","21642299.0","62.43865","63.2333","61.5767","62.42077","113.6554","103.29567","118.79742","115.12079"
"FB","2016-05-17","118.82","119.01","117.2","117.35","21328648.0","62.38456","63.17854","61.52182","62.36581","113.421","103.17812","118.84058","114.95495"
"FB","2016-05-16","119.38","119.61","117.35","118.67","31247834.0","62.32835","63.12293","61.46637","62.31105","113.1886","103.06142","118.84967","114.79176"
"FB","2016-05-13","120.38","120.64","119.68","119.81","18124286.0","62.27147","63.06661","61.41065","62.25486","112.983","102.94412","118.62233","114.56874"
"FB","2016-05-12","119.98","120.84","118.9","120.28","22035465.0","62.21348","63.00915","61.3525","62.19742","112.7784","102.83002","118.17542","114.29299"
"FB","2016-05-11","120.41","121.08","119.42","119.52","22038396.0","62.15577","62.95138","61.29501","62.13939","112.5718","102.70507","117.61275","113.99071"
"FB","2016-05-10","119.62","120.5","114.8","120.5","23220046.0","62.09751","62.89325","61.23688","62.08201","112.3778","102.57832","117.08592","113.71062"
"FB","2016-05-09","119.54","120.28","118.9","119.24","21138059.0","62.03993","62.83559","61.18327","62.02354","112.1062","102.46057","116.36817","113.38145"
"FB","2016-05-06","117.16","119.637","117.1127","119.49","26395568.0","61.98232","62.77803","61.12543","61.96621","111.8798","102.34157","115.73467","113.09282"
"FB","2016-05-05","118.04","118.98","117.25","117.81","22056749.0","61.92697","62.721","61.06928","61.90851","111.6514","102.22932","114.98783","112.78542"
"FB","2016-05-04","116.61","118.3","116.57","118.06","23448440.0","61.87064","62.66451","61.01287","61.85238","111.4328","102.13222","114.39292","112.53533"
"FB","2016-05-03","117.52","118.16","117.02","117.43","24117463.0","61.81562","62.6086","60.95704","61.79589","111.1808","102.03147","113.70383","112.26556"
"FB","2016-05-02","117.83","118.73","116.57","118.57","28095168.0","61.75958","62.55271","60.90063","61.73992","110.9754","101.91917","113.03667","112.01244"
"FB","2016-04-29","116.82","117.84","115.84","117.58","37140594.0","61.70312","62.49614","60.84457","61.68269","110.6954","101.78057","112.14717","111.70363"
"FB","2016-04-28","119.575","120.79","116.23","116.73","87110080.0","61.64755","62.44035","60.78913","61.62634","110.4132","101.64147","111.3235","111.42258"
"FB","2016-04-27","107.94","108.94","106.31","108.89","52213107.0","61.5891","62.38147","60.73319","61.57074","110.1826","101.50622","110.58033","111.16582"
"FB","2016-04-26","110.49","110.5","108.15","108.76","22521534.0","61.54228","62.33444","60.68715","61.52294","110.037","101.41227","110.85733","111.2108"
"FB","2016-04-25","109.87","110.67","109.07","110.1","21017895.0","61.49279","62.28574","60.63916","61.47518","109.902","101.30822","111.17942","111.25558"
"FB","2016-04-22","111.21","111.75","109.01","110.56","38458201.0","61.44382","62.23676","60.59014","61.42596","109.7382","101.18712","111.35442","111.2414"
"FB","2016-04-21","112.55","114.04","112.31","113.44","20875230.0","61.3934","62.1866","60.54108","61.37618","109.547","101.06257","111.51775","111.20167"
"FB","2016-04-20","112.43","113.27","111.56","112.42","21027901.0","61.34152","62.13401","60.48858","61.32338","109.269","100.93147","111.32658","111.0381"
"FB","2016-04-19","111.1","112.45","109.16","112.29","30210455.0","61.28965","62.08209","60.43673","61.27151","109.0156","100.80712","111.28192","110.9046"
"FB","2016-04-18","109.74","110.81","109.2","110.45","21167199.0","61.23903","62.03091","60.38722","61.21966","108.8512","100.6821","111.28558","110.76974"
"FB","2016-04-15","110.79","110.97","109.2","109.64","20922803.0","61.18969","61.98128","60.33756","61.16958","108.852","100.5644","111.54625","110.70707"
"FB","2016-04-14","110.62","112.04","110.26","110.84","28473322.0","61.13918","61.9314","60.2878","61.12022","108.913","100.44502","111.93658","110.67856"
"FB","2016-04-13","112.23","112.65","106.52","110.51","88227393.0","61.08874","61.88032","60.23686","61.06953","108.9884","100.31982","112.19108","110.60595"
"FB","2016-04-12","109.34","111.1645","108.99","110.61","26248081.0","61.03656","61.82851","60.18963","61.01908","109.08","100.20732","112.50133","110.54987"
"FB","2016-04-11","110.7","110.91","108.77","108.99","39762304.0","60.98722","61.77812","60.13979","60.96843","109.112","100.09417","112.80942","110.49113"
