"Ticker","Date","Open","High","Low","Close","Volume","TWAP-Open","TWAP-High","TWAP-Low","TWAP-Close","SMA-50","SMA-200","LWMA-15","LWMA-50"
"FB","2017-01-13","127.49","129.27","127.37","128.34","24651548.0","70.89227","71.71488","70.00947","70.87612","119.8737","120.83258","122.80117","120.09043"
"FB","2017-01-12","125.61","126.73","124.8","126.62","18454802.0","70.84394","71.66573","69.96049","70.82704","119.8969","120.76138","121.77192","119.75933"
"FB","2017-01-11","124.35","126.12","124.06","126.09","18187579.0","70.79713","71.61866","69.91362","70.77936","119.9843","120.70178","120.89475","119.4991"
"FB","2017-01-10","124.82","125.5","124.28","124.35","17078191.0","70.75132","71.57204","69.8673","70.73204","120.0883","120.65203","120.02675","119.26374"
"FB","2017-01-09","123.55","125.43","123.04","124.9","22812280.0","70.70502","71.52587","69.82071","70.68614","120.1951","120.59873","119.33892","119.1008"
"FB","2017-01-06","120.98","123.88","120.03","123.41","28366116.0","70.65974","71.47968","69.77511","70.63968","120.3179","120.53948","118.54625","118.92111"
"FB","2017-01-05","118.86","120.95","118.3209","120.67","19361354.0","70.61659","71.43474","69.73201","70.59442","120.4955","120.48513","117.91317","118.80682"
"FB","2017-01-04","117.55","119.66","117.29","118.69","19338497.0","70.57518","71.39224","69.6903","70.55144","120.7477","120.44303","117.61958","118.80987"
"FB","2017-01-03","116.03","117.84","115.51","116.82","20502867.0","70.53482","71.35077","69.64941","70.51008","121.0153","120.40883","117.56542","118.90105"
"FB","2016-12-30","116.595","116.83","114.7739","115.05","18357768.0","70.4957","71.3108","69.60998","70.47026","121.2789","120.38198","117.76883","119.07591"
"FB","2016-12-29","117.0","117.531","116.06","116.35","9852366.0","70.45603","71.27162","69.57111","70.4319","121.5801","120.36183","118.22567","119.332"
