Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,TWAP-Open,TWAP-High,TWAP-Low,TWAP-Close,SMA-50,SMA-200,LWMA-15,LWMA-50
2016-12-06,117.69,117.795,116.33,117.31,18700714,0,1,117.69,117.795,116.33,117.31,18700714,69.78304,70.59638,68.89779,69.75859,124.75810,119.55008,118.32667,122.25825
2016-12-05,115.95,117.57,115.07,117.445,20067728,0,1,115.95,117.57,115.07,117.445,20067728,69.74120,70.55515,68.85636,69.71706,124.95810,119.49083,118.45979,122.55817
2016-12-02,115.11,116.48,114.3,115.4,24982357,0,1,115.11,116.48,114.3,115.4,24982357,69.70081,70.51406,68.81597,69.67534,125.16840,119.43940,118.58917,122.86105
2016-12-01,118.38,118.45,114,115.1,43083095,0,1,118.38,118.45,114,115.1,43083095,69.66108,70.47384,68.77617,69.63534,125.46200,119.38525,119.01917,123.25564
2016-11-30,120.32,121.79,117.95,118.51,29800559,0,1,120.32,121.79,117.95,118.51,29800559,69.61842,70.43183,68.73657,69.59553,125.75880,119.32710,119.55400,123.67363
2016-11-29,120.57,122.1,120.4,120.87,18646826,0,1,120.57,122.1,120.4,120.87,18646826,69.57398,70.38682,68.69344,69.55266,125.96140,119.26055,119.71017,123.96584
2016-11-28,120.12,121.69,119.82,120.41,18019406,0,1,120.12,121.69,119.82,120.41,18019406,69.52925,70.34146,68.64808,69.50764,126.11700,119.16425,119.58200,124.17161
2016-11-25,121.01,121.14,120.07,120.38,8656458,0,1,121.01,121.14,120.07,120.38,8656458,69.48483,70.29637,68.60316,69.46295,126.29020,119.07225,119.51417,124.40220
2016-11-23,121.23,121.31,119.94,120.84,15672136,0,1,121.23,121.31,119.94,120.84,15672136,69.43956,70.25170,68.55793,69.41821,126.44960,118.97990,119.44692,124.64023
2016-11-22,122.4,122.98,120.9,121.47,26089163,0,1,122.4,122.98,120.9,121.47,26089163,69.39401,70.20679,68.51274,69.37298,126.58820,118.88070,119.37492,124.86565
2016-11-21,118.39,121.95,117.8,121.77,35415366,0,1,118.39,121.95,117.8,121.77,35415366,69.34735,70.16034,68.46662,69.32712,126.70300,118.77105,119.29108,125.07086
2016-11-18,118.39,119.13,116.84,117.02,22879303,0,1,118.39,119.13,116.84,117.02,22879303,69.30414,70.11471,68.42316,69.28092,126.84140,118.66095,119.24658,125.26974
2016-11-17,116.84,117.79,116.01,117.79,18597766,0,1,116.84,117.79,116.01,117.79,18597766,69.26085,70.07148,68.38046,69.23882,127.04300,118.59620,119.91475,125.66280
2016-11-16,117.2,117.88,114.21,116.34,32397947,0,1,117.2,117.88,114.21,116.34,32397947,69.21886,70.02937,68.33842,69.19597,127.29260,118.55970,120.58583,126.03545
2016-11-15,116.73,118.49,115.83,117.2,34681369,0,1,116.73,118.49,115.83,117.2,34681369,69.17647,69.98709,68.29790,69.15432,127.58680,118.54145,121.56067,126.47650
2016-11-14,119.1256,119.1256,113.5535,115.08,51377040,0,1,119.1256,119.1256,113.5535,115.08,51377040,69.13442,69.94421,68.25588,69.11184,127.83740,118.52850,122.55375,126.89365
2016-11-11,120.44,120.7,118.15,119.02,32840137,0,1,120.44,120.7,118.15,119.02,32840137,69.09018,69.90069,68.21579,69.07116,128.06600,118.52855,123.96350,127.40291
2016-11-10,123.93,124.18,115.27,120.8,67846704,0,1,123.93,124.18,115.27,120.8,67846704,69.04470,69.85569,68.17156,69.02692,128.20900,118.49450,124.98950,127.76326
